297, ahedres,
298, ahensiya,
299, ahente,
300, ahin,
301, ahit,
302, ahitan,
303, ahitin,
304, ahon,
305, ahunan,
306, ahunin,
307, aingaing,
308, aising,
309, akademika,
310, akademiko,
311, akademista,
312, akademya,
313, akala,
314, akalain,
315, akap,
316, akap,
317, akapin,
318, akasya,
319, akasya,
320, akauntant,
321, akaunting,
322, akawntant,
323, akawntant,
324, akay,
325, akayan,
326, akayin,
327, akbay,
328, akbayakbay,
329, akbayan,
330, akbayan,
331, akda,
332, akibat,
333, akibat,
334, akin,
335, akinin,
336, akitin,
337, akkorde,
338, aklamasyon,
339, aklas,
340, aklasan,
341, aklat,
342, aklattalaan,
343, aklatan,
344, aklimatado,
345, akma,
346, akma,
347, akma,
348, akmain,
349, akme,
350, akne,
351, ako,
352, ako,
353, akomismo,
354, akonarin,
355, akompanya,
356, akompanyador,
357, akompanyahan,
358, akompanyante,
359, akorde,
360, akostiks,
361, akrobat,
362, akrobata,
363, akrobatik,
364, akrobatikoka,
365, akropobya,
366, aksaya,
367, aksayahin,
368, akselerador,
369, aksesoriya,
370, aksesoriya,
371, aksesorya,
372, aksesoryo,
373, aksidental,
374, aksidental,
375, aksidente,
376, aksis,
377, aksiyon,
378, aksiyonista,
379, aksiyunan,
380, aksiyunista,
381, aksyon,
382, aksyunan,
383, akta,
384, aktiba,
385, aktibabo,
386, aktibidad,
387, aktibista,
388, akting,
389, Aktinyum,
390, aktitud,
391, akto,
392, aktor,
393, aktres,
394, aktris,
395, aktuhan,
396, aktwal,
397, akuin,
398, akuin,
399, akusado,
400, akusasyon,
401, akustika,
402, akustiks,
403, akustiks,
404, akwaryum,
405, akwatik,
406, akwatika,
407, akwatiko,
408, akwatiks,
409, akyat,
410, akyatpanaog,
411, akyatan,
412, akyatan,
413, akyatin,
414, akyatin,
415, akyatin,
416, ala,
417, Ala,
418, alaala,
419, alaala,
420, alab,
421, alabastro,
422, alabok,
423, alabwab,
424, alaga,
425, alaga,
426, alagaan,
427, alagaan,
428, alagad,
429, alagain,
430, alagangalaga,
431, alagata,
432, alagatain,
433, alagaw,
434, alahas,
435, alahero,
436, alak,
437, alakalakan,
438, alakbigas,
439, alakalakan,
440, alakan,
441, alakbat,
442, alakbay,
443, alakbayan,
444, alakdan,
445, alala,
446, alalad,
447, alalahanin,
448, alalaon,
449, alalawa,
450, alalay,
451, alalay,
452, alalayan,
453, alamnaalam,
454, alamalam,
455, alamaam,
456, alamang,
457, alamat,
458, alamatmga,
459, alambre,
460, alambrera,
461, alamid,
462, alamin,
463, alampay,
464, alampayan,
465, alan,
466, alangalang,
467, alangalangsa,
468, alangaang,
469, alangan,
470, alanganin,
471, alanganin,
472, alangas,
473, alangilan,
474, alap,
475, alapaap,
476, alapihan,
477, alapot,
478, alapot,
479, alarakas,
480, alarma,
481, alarmado,
482, alas,
483, alasas,
484, alasuas,
485, alat,
486, alat,
487, alat,
488, alatalatan,
489, alatan,
490, alatiit,
491, alatwat,
492, alawihaw,
493, alay,
494, alayay,
495, alayan,
496, alayan,
497, alba,
498, albatita,
499, albay,
500, alboroto,
501, albularyo,
502, album,
503, albumen,
504, aldaba,
505, aldabahan,
506, aldabis,
507, aldabisin,
508, ale,
509, alegasyon,
510, alegato,
511, alegoria,
512, alegoriya,
513, alegro,
514, Aleman,
515, Alemana,
516, Alemania,
517, Alemanya,
518, alerdyi,
519, alerdyik,
520, alero,
521, alerta,
522, alerto,
523, algodon,
524, algopobya,
525, alhebra,
526, ali,
527, ali,
528, alibadbad,
529, alibadbaran,
530, alibambang,
531, alibangbang,
532, alibay,
533, alibugha,
534, aligando,
535, aligasin,
536, alige,
537, aligi,
538, aligid,
539, aligin,
540, aligutgot,
541, alikik,
542, alikabok,
543, alikabukin,
544, aliktiya,
545, aliktya,
546, alila,
547, alilain,
548, alilangkanin,
549, alilgin,
550, alilisan,
551, alilisin,
552, alimango,
553, alimapapayaw,
554, alimasag,
555, alimbukay,
556, alimbuyugin,
557, alimis,
558, alimpungat,
559, alimpungatan,
560, alimpuso,
561, alimpuyo,
562, alimulon,
563, alimuom,
564, alimura,
565, alimurahin,
566, alimuwang,
567, alimwang,
568, alin,
569, alinman,
570, alinagnag,
571, alindog,
572, alingaling,
573, alingasaw,
574, alingasngas,
575, alingawngaw,
576, alinlangan,
577, alinmayhindi,
578, alinman,
579, alinsangan,
580, alinsunuran,
581, alinsunurin,
582, alintana,
583, alintanahin,
584, alintuntunin,
585, alinugnog,
586, alipip,
587, alipala,
588, alipapa,
589, aliparo,
590, alipato,
591, alipin,
592, alipinin,
593, alipores,
594, alipunga,
595, alipunya,
596, alipusta,
597, alipustain,
598, alipuyo,
599, alirang,
600, alis,
601, alisis,
602, alisaga,
603, alisagsag,
604, alisan,
605, alisanngmana,
606, alisangsang,
607, alisin,
608, alisis,
609, alisto,
610, alit,
611, alitan,
612, alitaptap,
613, alituntunin,
614, aliw,
615, aliwiw,
616, aliwalas,
617, aliwan,
618, aliwaswas,
619, aliwin,
620, alkaide,
621, alkalay,
622, alkalde,
623, alkaldesa,
624, alkali,
625, alkampor,
626, alkampurado,
627, alkansia,
628, alkansiya,
629, alkansya,
630, alkantarilya,
631, alkawete,
632, alkayde,
633, alkila,
634, alkilahan,
635, alkilahin,
636, alkitran,
637, alkitranan,
638, alkohol,
639, alkoholik,
640, alkoholiko,
641, alkoholismo,
642, alma,
643, almagre,
644, almanake,
645, almasen,
646, almendras,
647, almete,
648, almirante,
649, almires,
650, almirol,
651, almirulan,
652, almohada,
653, almohadon,
654, almoneda,
655, almuhada,
656, almuhadon,
657, almuhasa,
658, almuhasahin,
659, almuranas,
660, almusal,
661, almusalin,
662, almuwadon,
663, almuwasa,
664, almuwasahin,
665, alo,
666, alog,
667, alok,
668, alon,
669, aloy,
670, alpa,
671, alpabeto,
672, alpas,
673, alpasan,
674, alpiler,
675, alpombra,
676, alpombrahan,
677, alporhas,
678, als,
679, alsa,
680, alsahin,
681, alta,
682, altapresyon,
683, altapresyon,
684, altar,
685, alternatibo,
686, altitud,
687, aluan,
688, aluan,
689, alugbati,
690, alugin,
691, aluin,
692, alukin,
693, alulod,
694, alulong,
695, alulos,
696, alulusan,
697, alumana,
698, alumanahin,
699, alumihit,
700, alumina,
701, Aluminum,
702, aluminyo,
703, alumna,
704, alumnay,
705, alumney,
706, alumno,
707, alumpihit,
708, alunalon,
709, alunan,
710, alunig,
711, alupihan,
712, alusitha,
713, alusithain,
714, aluyan,
715, alwagi,
716, alwan,
717, alwanan,
718, alyado,
719, alyansa,
720, alyas,
721, alyen,
722, am,
723, ama,
724, ama,
725, amangtahanan,
726, amaamahan,
727, amag,
728, amagin,
729, amagin,
730, amagong,
731, amain,
732, amak,
733, amak,
734, amakin,
735, amang,
736, amangpangaman,
737, amangpanguman,
738, amanos,
739, amapola,
740, amarilyo,
741, amas,
742, amasona,
743, amatista,
744, amatyur,
745, amba,
746, amba,
747, ambaan,
748, ambaan,
749, ambag,
750, ambagan,
751, ambagan,
752, ambasador,
753, ambi,
754, ambil,
755, ambilan,
756, ambisiyon,
757, ambisyon,
758, ambisyosa,
759, ambisyoso,
760, ambon,
761, ambos,
762, ambulansiya,
763, ambulog,
764, ambunin,
765, ambus,
766, ambuwang,
767, ambwang,
768, amen,
769, Amen,
770, Amerika,
771, amerikana,
772, Amerikana,
773, Amerikano,
774, Amerisyum,
775, amihan,
776, amil,
777, amil,
778, amilyaramyento,
779, amin,
780, amina,
781, amingsarili,
782, aminin,
783, amiray,
784, amirol,
785, amis,
786, amisin,
787, amistad,
788, amnesya,
789, amnistia,
790, amnistya,
791, amo,
792, amo,
793, amok,
794, amol,
795, among,
796, amonya,
797, amor,
798, amorpropio,
799, amorpropyo,
800, amores,
801, amoritis,
802, amorseko,
803, amortisasyon,
804, amos,
805, amot,
806, amoy,
807, amoyamag,
808, ampalaya,
809, ampang,
810, ampat,
811, ampatin,
812, ampaw,
813, ampayer,
814, ampayr,
815, ampias,
816, ampibyan,
817, ampil,
818, ampiteatro,
819, ampiyas,
820, ampiyon,
821, amplipayer,
822, ampolyas,
823, ampon,
824, ampunan,
825, ampunin,
826, amputasyon,
827, ampyon,
828, amuamuin,
829, amuin,
830, amuk,
831, amuki,
832, amukiin,
833, amusal,
834, amusin,
835, amutin,
836, amuyan,
837, amuyin,
838, anan,
839, anabyong,
840, anagag,
841, anahaw,
842, anak,
843, anak,
844, anaknaampon,
845, anaknababae,
846, anaknabunso,
847, anaknalalaki,
848, anaksalabas,
849, anaksaligaw,
850, anaksapuwera,
851, anakanakan,
852, anakaraw,
853, anakdalita,
854, anakpawis,
855, anakan,
856, anaki,
857, anakin,
858, anaklang,
859, anakle,
860, anakonda,
861, analisahin,
862, analisis,
863, analohiya,
864, anan,
865, anang,
866, ananin,
867, anarki,
868, anarkiko,
869, anarkismo,
870, anarkista,
871, anarkiya,
872, anarkya,
873, anas,
874, anasan,
875, anatomia,
876, anatomiya,
877, anatomya,
878, anay,
879, anayad,
880, anayin,
881, anayoanayo,
882, andaderas,
883, andador,
884, andam,
885, andamyo,
886, andamyuhan,
887, andana,
888, andanahan,
889, andante,
890, andap,
891, andar,
892, andas,
893, anden,
894, anderpas,
895, andon,
896, andoon,
897, andoroon,
898, anduka,
899, andukha,
900, andukhain,
901, anekdota,
902, anemik,
903, anemika,
904, anemya,
905, anestesiko,
906, anestesya,
907, anestetik,
908, anestetista,
909, ang,
910, angisa,
911, angisasaisa,
912, AngIspiker,
913, angmayutang,
914, angsinasabi,
915, angang,
916, anga,
917, angal,
918, angalan,
919, angas,
920, angat,
921, angatin,
922, angaw,
923, anggarilyas,
924, anggi,
925, anggo,
926, anggular,
927, anggulo,
928, anghang,
929, anghangan,
930, anghel,
931, anghina,
932, anghit,
933, angi,
934, angil,
935, angil,
936, angilan,
937, angis,
938, angkak,
939, angkakan,
940, angkan,
941, angkanan,
942, angkas,
943, angkasan,
944, angkat,
945, angkatan,
946, angkatin,
947, angkin,
948, angkinin,
949, angkla,
950, angkop,
951, angkora,
952, angkupan,
953, angkupan,
954, anglaw,
955, anglawan,
956, anglit,
957, anglo,
958, ango,
959, angot,
960, anhin,
961, ani,
962, ani,
963, aniban,
964, anibersaryo,
965, anidrita,
966, anihan,
967, anihan,
968, anihin,
969, aniko,
970, anila,
971, anila,
972, anilan,
973, anilyo,
974, anim,
975, animnabeses,
976, animado,
977, animal,
978, animal,
979, animas,
980, animasyon,
981, animo,
982, animo,
983, animoy,
984, aninag,
985, aninagin,
986, aninaw,
987, aninaw,
988, aninawin,
989, anino,
990, aninuhan,
991, anis,
992, anit,
993, anit,
994, anitan,
995, anitin,
996, anito,
997, aniya,
998, anlalawa,
999, anlaw,
1000, anlawan,
1001, anluagi,
1002, anluwagi,
1003, ano,
1004, anoman,
1005, anonaman,
1006, anod,
1007, anomalia,
1008, anomalo,
1009, anomalya,
1010, anoman,
1011, anomometro,
1012, anonima,
1013, anonimo,
1014, anos,
1015, anot,
1016, ansikot,
1017, ansikutero,
1018, anta,
1019, antabay,
1020, antabayanan,
1021, antak,
1022, antala,
1023, antalahin,
1024, antanda,
1025, antangan,
1026, Antartiko,
1027, antas,
1028, antasantas,
1029, Antay,
1030, antayin,
1031, antesala,
1032, antem,
1033, antemano,
1034, antena,
1035, antenanglikaw,
1036, Anticristo,
1037, antibady,
1038, antibayotik,
1039, Anticristo,
1040, antidot,
1041, antidoto,
1042, antig,
1043, antigin,
1044, antigo,
1045, antiklina,
1046, antimano,
1047, Antimony,
1048, antinganting,
1049, antipatia,
1050, antipatika,
1051, antipatiko,
1052, antipatiya,
1053, antipatya,
1054, antipolo,
1055, antiseptik,
1056, antiseptiko,
1057, antisipo,
1058, antitoksin,
1059, antitoksina,
1060, antok,
1061, antolohia,
1062, antolohiya,
1063, antot,
1064, antraks,
1065, antrasita,
1066, antropologo,
1067, antropolohia,
1068, antropolohiya,
1069, antukin,
1070, antukin,
1071, anuano,
1072, Anuba,
1073, anuhin,
1074, anuman,
1075, anunas,
1076, Anunsiyasyon,
1077, anunsiyo,
1078, anurin,
1079, anutin,
1080, anwal,
1081, anwang,
1082, anyaya,
1083, anyayahan,
1084, anyeho,
1085, anyo,
1086, anyo,
1087, anyuin,
1088, apa,
1089, apa,
1090, apad,
1091, apad,
1092, apahap,
1093, apain,
1094, apak,
1095, apak,
1096, apakan,
1097, apalit,
1098, apalya,
1099, apanas,
1100, aparador,
1101, aparatista,
1102, aparato,
1103, aparin,
1104, aparisyon,
1105, apartment,
1106, apasyonado,
1107, apat,
1108, apatapat,
1109, apatan,
1110, apatan,
1111, apatanggilid,
1112, apatia,
1113, apatin,
1114, apatita,
1115, apatiya,
1116, apatnapu,
1117, apatya,
1118, apaw,
1119, apaw,
1120, apaw,
1121, apawan,
1122, apdo,
1123, apelahan,
1124, apelasyon,
1125, apelyido,
1126, apendiks,
1127, apendise,
1128, apendisitis,
1129, aperkat,
1130, api,
1131, apiapihan,
1132, apid,
1133, apidabit,
1134, apido,
1135, apihin,
1136, apinado,
1137, apinador,
1138, apinahin,
1139, apinasyon,
1140, apinidad,
1141, apirmatiba,
1142, apirmatibo,
1143, apisyon,
1144, apisyunada,
1145, apisyunado,
1146, apitong,
1147, aplaya,
1148, aplayan,
1149, aplikante,
1150, aplikasyon,
1151, aploramiyento,
1152, apo,
1153, apo,
1154, aposasakong,
1155, aposatuhod,
1156, apog,
1157, apokalipsis,
1158, apolohiya,
1159, apongbabae,
1160, aponglalaki,
1161, apopleksi,
1162, aporo,
1163, aporohan,
1164, aportunado,
1165, apostol,
1166, apostolado,
1167, apostolika,
1168, apostoliko,
1169, apostrope,
1170, apoy,
1171, aprendis,
1172, aprentis,
1173, Aprika,
1174, Aprikanoo,
1175, aprobado,
1176, aprobahan,
1177, aprobasyon,
1178, aprobetsahan,
1179, aprobetsahin,
1180, aproksimahin,
1181, aproksimasyon,
1182, apropyasyon,
1183, apugan,
1184, apugan,
1185, apugin,
1186, apuhapin,
1187, apuin,
1188, apula,
1189, apulain,
1190, apurado,
1191, apurahan,
1192, apurahin,
1193, apuyan,
1194, apuyin,
1195, apyak,
1196, apyan,
1197, apyo,
1198, Arab,
1199, arabal,
1200, Arabe,
1201, Arabia,
1202, Arabikako,
1203, Arabya,
1204, aragarag,
1205, arahan,
1206, aral,
1207, aralan,
1208, aralan,
1209, aralan,
1210, aralin,
1211, aransel,
1212, aranya,
1213, araro,
1214, araruhan,
1215, araruhin,
1216, aras,
1217, arastre,
1218, arastre,
1219, araw,
1220, arawaraw,
1221, arawgabi,
1222, arawan,
1223, arawangtala,
1224, aray,
1225, arbitrahan,
1226, arbitrasyon,
1227, arbitro,
1228, arborial,
1229, arbularyo,
1230, area,
1231, areglado,
1232, areglahin,
1233, areglo,
1234, aregluhin,
1235, arena,
1236, arestado,
1237, arestahin,
1238, aresto,
1239, arestuhin,
1240, aretes,
1241, argolya,
1242, argolyahan,
1243, Argon,
1244, argumento,
1245, Arhentum,
1246, ari,
1247, ari,
1248, ariarian,
1249, Ariba,
1250, aribaybaho,
1251, ariin,
1252, arilyos,
1253, arimay,
1254, arimuhunan,
1255, arimuhunanin,
1256, arina,
1257, arindahin,
1258, aringkin,
1259, arinola,
1260, arirain,
1261, arisgado,
1262, aristokrasiya,
1263, aristokrasya,
1264, aristokrata,
1265, aristokratika,
1266, aristokratiko,
1267, aristokrato,
1268, arithmetika,
1269, aritmetika,
1270, aritmetiko,
1271, arka,
1272, arkanghel,
1273, arkeolohiya,
1274, arkila,
1275, arkilahin,
1276, arkipelago,
1277, arkitekto,
1278, arkitektura,
1279, arko,
1280, arkos,
1281, arktiko,
1282, Arktiko,
1283, arkuhan,
1284, armada,
1285, armado,
1286, armas,
1287, armasan,
1288, armi,
1289, armistisyo,
1290, armonia,
1291, armonya,
1292, armonyo,
1293, army,
1294, arnes,
1295, arnibal,
1296, arnibalan,
1297, arnis,
1298, Aro,
1299, arok,
1300, aroskaldo,
1301, Aroy,
1302, arpa,
1303, Arsenic,
1304, arsobispado,
1305, arsobispo,
1306, arte,
1307, arteris,
1308, arteriya,
1309, arterya,
1310, artesyano,
1311, artihan,
1312, artiko,
1313, Artiko,
1314, artikulante,
1315, artikulasyon,
1316, artikulo,
1317, artilyeria,
1318, artipisyal,
1319, artipisyo,
1320, artist,
1321, artista,
1322, artistik,
1323, artistiko,
1324, artisyano,
1325, artritis,
1326, artsipelago,
1327, aruga,
1328, arugain,
1329, arupel,
1330, aruro,
1331, aruskaldo,
1332, Aruy,
1333, arya,
1334, Arya,
1335, aryahan,
1336, asa,
1337, asad,
1338, asada,
1339, asada,
1340, asadahin,
1341, asado,
1342, asaduhin,
1343, asahan,
1344, asahar,
1345, asaharan,
1346, asak,
1347, asal,
1348, asaldemonyo,
1349, asalin,
1350, asalto,
1351, asamasamin,
1352, asamblea,
1353, asambleista,
1354, asamin,
1355, asana,
1356, asanorya,
1357, asap,
1358, asarol,
1359, asarulin,
1360, asasin,
1361, asasinesyon,
1362, asasineysyon,
1363, asawa,
1364, asbesto,
1365, asbok,
1366, asegurahin,
1367, aselerador,
1368, asendero,
1369, Asensiyon,
1370, asenso,
1371, asensor,
1372, asento,
1373, asero,
1374, asesino,
1375, asesment,
1376, asesor,
1377, asetik,
1378, asetiko,
1379, asetilen,
1380, asetileno,
1381, asetisismo,
1382, aseyte,
1383, Asia,
1384, Asian,
1385, Asiano,
1386, asid,
1387, asido,
1388, asignasyon,
1389, asignatura,
1390, asikaso,
1391, asikasuhin,
1392, asikasuhin,
1393, asikot,
1394, asikutero,
1395, asilo,
1396, asim,
1397, asiman,
1398, asin,
1399, asinan,
1400, asinan,
1401, asinbato,
1402, asingbato,
1403, asinorya,
1404, asintado,
1405, asintahin,
1406, asistensiya,
1407, asistensya,
1408, asistente,
1409, asistihan,
1410, asiwa,
1411, asiwa,
1412, askad,
1413, askarid,
1414, askarides,
1415, askaris,
1416, asma,
1417, asmahin,
1418, asmatika,
1419, asmatiko,
1420, asnan,
1421, asngal,
1422, asngaw,
1423, asno,
1424, aso,
1425, aso,
1426, asod,
1427, asog,
1428, Asoge,
1429, asongbabae,
1430, asongbaliw,
1431, asongpangaso,
1432, asongpunggi,
1433, asongulol,
1434, asosasyon,
1435, asosyasiyon,
1436, asosyasyon,
1437, asotea,
1438, aspaltado,
1439, aspalto,
1440, aspaltuhan,
1441, aspaltuhin,
1442, asparago,
1443, asparagus,
1444, aspiksiya,
1445, aspiksya,
1446, aspile,
1447, aspili,
1448, aspilihan,
1449, aspilihan,
1450, aspirante,
1451, aspirin,
1452, aspirina,
1453, asta,
1454, astaka,
1455, astaka,
1456, Astatin,
1457, asterisk,
1458, asterisko,
1459, astrologo,
1460, astrolohia,
1461, astrolohiya,
1462, astronaut,
1463, astronomer,
1464, astronomia,
1465, astronomiya,
1466, astronomo,
1467, astronomya,
1468, astropobya,
1469, asuang,
1470, asuangin,
1471, asugan,
1472, asuhin,
1473, asuhos,
1474, asukal,
1475, asukalan,
1476, asukalan,
1477, asukalin,
1478, asukarera,
1479, asukarero,
1480, asul,
1481, asulmarino,
1482, asuleho,
1483, Asunsiyon,
1484, asunto,
1485, asuos,
1486, Asupre,
1487, asuran,
1488, asurin,
1489, asusena,
1490, asuwang,
1491, aswang,
1492, aswangin,
1493, aswela,
1494, Asya,
1495, Asyan,
1496, Asyano,
1497, asyenda,
1498, at,
1499, atibapa,
1500, atsaka,
1501, ata,
1502, atado,
1503, atag,
1504, atake,
1505, atakepersonal,
1506, atakesapuso,
1507, atakeserebral,
1508, atakihan,
1509, atakihin,
1510, atalon,
1511, atang,
1512, atangatang,
1513, atangan,
1514, atangya,
1515, atas,
1516, atas,
1517, atasan,
1518, ataud,
1519, ataul,
1520, atay,
1521, atay,
1522, atayatay,
1523, atbatbp,
1524, ate,
1525, ateismo,
1526, ateista,
1527, atensiyon,
1528, atensyon,
1529, atento,
1530, ateo,
1531, ati,
1532, atig,
1533, atik,
1534, atik,
1535, atikabo,
1536, atikha,
1537, atikhain,
1538, atim,
1539, atimin,
1540, atin,
1541, atinde,
1542, atindi,
1543, atindihin,
1544, atip,
1545, atis,
1546, atitud,
1547, Atlantik,
1548, Atlantiko,
1549, atlas,
1550, atleta,
1551, atletiks,
1552, atmospera,
1553, ato,
1554, ato,
1555, atole,
1556, atom,
1557, atomik,
1558, atomika,
1559, atomo,
1560, atorni,
1561, atraksiyon,
1562, atraktiba,
1563, atraktibo,
1564, atras,
1565, atrasado,
1566, atrasan,
1567, atraso,
1568, atrasuhin,
1569, atrebido,
1570, atril,
1571, atropiya,
1572, atropya,
1573, atrosidad,
1574, atsara,
1575, atsarahin,
1576, atsoy,
1577, atsuete,
1578, atsuwete,
1579, atswete,
1580, atubili,
1581, atungal,
1582, atupag,
1583, atupagin,
1584, audisyon,
1585, audit,
1586, auditibo,
1587, auditin,
1588, auditor,
1589, auditoryum,
1590, augita,
1591, auksilyar,
1592, aumento,
1593, aumentuhan,
1594, aureola,
1595, ausensiya,
1596, Australia,
1597, Australian,
1598, Australiana,
1599, australiano,
1600, australiano,
1601, autentisidad,
1602, auto,
1603, autograp,
1604, autokrasya,
1605, autokrat,
1606, autokrata,
1607, autokratik,
1608, autokratiko,
1609, automatik,
1610, automatiko,
1611, automobil,
1612, autonomia,
1613, autopsi,
1614, autopsiya,
1615, autopsiyahin,
1616, autor,
1617, autoridad,
1618, autorisado,
1619, autorisahan,
1620, autorisahan,
1621, autorisasyon,
1622, awaw,
1623, awa,
1624, awak,
1625, awak,
1626, awan,
1627, awang,
1628, awangawa,
1629, awangan,
1630, awanggan,
1631, awangganin,
1632, awangingtubo,
1633, awas,
1634, awas,
1635, awasan,
1636, awasan,
1637, awasin,
1638, awasin,
1639, awat,
1640, awat,
1641, awatan,
1642, awatin,
1643, away,
1644, awayan,
1645, awayin,
1646, awdisyion,
1647, awdit,
1648, awditibo,
1649, awditin,
1650, awditor,
1651, awditor,
1652, awditoryum,
1653, awit,
1654, awitan,
1655, awitin,
1656, Awrum,
1657, awto,
1658, awtobus,
1659, awtograp,
1660, awtokrasya,
1661, awtokrat,
1662, awtokrata,
1663, awtokratik,
1664, awtokratiko,
1665, awtomatik,
1666, awtomatiko,
1667, awtonomia,
1668, awtor,
1669, awtoridad,
1670, awtorisado,
1671, awtorisasyon,
1672, ay,
1673, Ay,
1674, aya,
1675, aya,
1676, ayain,
1677, Ayan,
1678, ayap,
1679, ayaw,
1680, ayawayaw,
1681, ayawan,
1682, ayina,
1683, ayo,
1684, ayon,
1685, ayon,
1686, ayonsakay,
1687, ayos,
1688, ayos,
1689, ayosnaayos,
1690, aysing,
1691, Ayta,
1692, ayuan,
1693, ayuda,
1694, ayudahan,
1695, ayudante,
1696, ayun,
1697, Ayun,
1698, ayunan,
1699, ayungin,
1700, ayuno,
1701, ayupin,
1702, ayusin,
1703, aywan,
1704, Aywan,
1705, Ba,
1706, Ba,
1707, baak,
1708, baakin,
1709, baat,
1710, bab,
1711, baba,
1712, baba,
1713, baba,
1714, baba,
1715, baba,
1716, babaan,
1717, babaan,
1718, babaan,
1719, babaangluksa,
1720, babad,
1721, babad,
1722, babae,
1723, babae,
1724, babaero,
1725, babag,
